"","FIPS","State","PM2.5","EJPM2.5"
"1253","340076104001","NJ",11.343737,7405.26114115
"1254","340076012004","NJ",11.203189,5732.77516809
"1255","340076013001","NJ",11.280694,6573.90361399
"1256","340076051001","NJ",11.177461,-1903.3650657
"1257","340076015005","NJ",11.283665,9705.85579291
"1258","340076013002","NJ",11.280694,9882.95913252
"1259","340076105001","NJ",11.241076,6245.74647725
"1260","340076116004","NJ",11.183262,-704.228369151
"1261","340076030025","NJ",11.176867,3739.05553963
"1262","340076011011","NJ",11.219101,5664.31292036
"1263","340076014004","NJ",11.235075,7528.5109563
"1264","340076104003","NJ",11.343737,6776.0654926
"1265","340076020003","NJ",11.236583,4059.57274856
"1266","340076020004","NJ",11.236583,12372.7537415
"1267","340076117002","NJ",11.170902,-2421.52886933
"1268","340076020005","NJ",11.236583,3338.05009867
"1269","340076103001","NJ",11.349635,10880.8628581
"1270","340076020001","NJ",11.236583,4662.07754791
"1271","340076012002","NJ",11.203189,5670.75003874
"1272","340076010003","NJ",11.266015,4830.48004039
"1273","340076011013","NJ",11.219101,5579.56171018
"1274","340076041002","NJ",11.282924,6318.03321535
"1275","340076009003","NJ",11.326621,7117.7189858
"1276","340076020002","NJ",11.236583,10962.243926
"1277","340076009001","NJ",11.326621,13689.8815519
"1278","340076009002","NJ",11.326621,4178.70138586
"1279","340076002002","NJ",11.347245,3343.62746281
"1280","340076017001","NJ",11.343,8672.29294674
"1281","340076026021","NJ",11.185752,4824.49185046
"1282","340076016003","NJ",11.344985,6091.05925161
"1283","340076010002","NJ",11.266015,3610.98555951
"1284","340076008001","NJ",11.335592,5878.57830578
"1285","421010086022","PA",11.315908,4733.74589941
"1286","421010087012","PA",11.32998,7087.88355975
"1287","421010088022","PA",11.337805,7057.07691371
"1288","421010088023","PA",11.337805,12460.8365735
"1289","421010088012","PA",11.342714,1182.8741153
"1290","421010088011","PA",11.342714,1004.28713351
"1291","421010090002","PA",11.347106,3696.1634293
"1292","421010090004","PA",11.347106,2653.94126715
"1293","421010091001","PA",11.344372,524.491828438
"1294","421010092001","PA",11.324702,9532.56164736
"1295","421010369003","PA",11.353862,3433.18691825
"1296","421010369001","PA",11.353862,4269.01795451
"1297","421010104004","PA",11.305444,5187.06751474
"1298","421010104002","PA",11.305444,1396.1302814
"1299","421010105003","PA",11.30828,6745.22945151
"1300","421010105001","PA",11.30828,1875.53213418
"1301","421010107003","PA",11.313272,5133.240771
"1302","421019800001","PA",11.298554,4268.52030983
"1303","421010107001","PA",11.313272,4051.76501826
"1304","421010108004","PA",11.335962,3561.54117504
"1305","421010108005","PA",11.335962,3791.6770464
"1306","421010108001","PA",11.335962,3969.5976127
"1307","421010108002","PA",11.335962,3681.16842036
"1308","421010109002","PA",11.338111,2580.22948213
"1309","421010110002","PA",11.314312,3934.0869238
"1310","421010110001","PA",11.314312,3786.32612591
"1311","421010110003","PA",11.314312,3659.63925074
"1312","421010111002","PA",11.291113,2035.15020395
"1313","421010111001","PA",11.291113,1226.65693006
"1314","421010090001","PA",11.347106,-811.766660412
"1315","421010104003","PA",11.305444,6321.63823192
"1316","421010107002","PA",11.313272,5904.95177726
"1317","421010108003","PA",11.335962,5098.13166358
"1318","421010109001","PA",11.338111,5396.70080767
"1319","421010110004","PA",11.314312,7291.03993701
"1320","421010086021","PA",11.315908,3060.67542893
"1321","421010087021","PA",11.334921,2799.61527711
"1322","421010091002","PA",11.344372,1007.3978174
"1323","421010090003","PA",11.347106,5314.44160271
"1324","421010109003","PA",11.338111,3816.57255682
"1325","421010091003","PA",11.344372,5847.20198985
"1326","421010092002","PA",11.324702,7078.08482204
"1327","421010105002","PA",11.30828,10321.7564968
"1328","421010106001","PA",11.314737,3379.96253535
"1329","421010106002","PA",11.314737,3624.82099185
"1330","421010107004","PA",11.313272,7709.47647377
"1331","270531007004","MN",11.202007,219.821678308
"1332","270531051001","MN",11.263379,-2372.16704176
"1333","270531041001","MN",11.278585,2615.35237122
"1334","270531257003","MN",11.216755,3547.72500774
"1335","270531016003","MN",11.214307,2749.58711781
"1336","270531020002","MN",11.207218,1585.97238925
"1337","270530001022","MN",11.089133,2382.16658217
"1338","270531002001","MN",11.126531,-1263.29862925
"1339","270530033002","MN",11.268714,13102.9665007
"1340","270531055003","MN",11.259459,-1556.8225314
"1341","270531262002","MN",11.295666,1011.89959275
"1342","270531009004","MN",11.188888,2010.17047383
"1343","270531002002","MN",11.126531,516.853234171
"1344","270531008003","MN",11.21337,1564.24937468
"1345","270531008004","MN",11.21337,4454.79333206
"1346","270531009003","MN",11.188888,2886.64325781
"1347","270531009001","MN",11.188888,176.559874417
"1348","270531009002","MN",11.188888,2238.09489639
"1349","270531009005","MN",11.188888,8216.29727405
"1350","270531008002","MN",11.21337,2290.55939121
"1351","270531008001","MN",11.21337,4275.88887341
"1352","270531002003","MN",11.126531,4729.84909336
"1353","270531051002","MN",11.263379,-2430.8722192
"1354","270531034003","MN",11.290176,1972.32489671
"1355","270530033001","MN",11.268714,4677.62052965
"1356","270531034002","MN",11.290176,5672.17668978
"1357","270530032002","MN",11.263744,5732.52273932
"1358","270530032001","MN",11.263744,1551.80780921
"1359","270531034001","MN",11.290176,8131.94136751
"1360","270531257001","MN",11.216755,5450.90328324
"1361","270531262001","MN",11.295666,-7006.593528
"1362","270531004002","MN",11.187581,3789.26032448
"1363","270531007001","MN",11.202007,1285.32273906
"1364","270530003002","MN",11.128796,-358.421846445
"1365","270530003001","MN",11.128796,-421.545016422
"1366","270531004003","MN",11.187581,3449.18751471
"1367","270531004001","MN",11.187581,4893.47796145
"1368","270530001021","MN",11.089133,1240.54840469
"1369","270530027001","MN",11.255191,8707.9223729
"1370","270531041002","MN",11.278585,7602.92647827
"1371","270530022001","MN",11.253196,8132.95483431
"1372","270530022002","MN",11.253196,3247.10819054
"1373","270531028002","MN",11.217264,2367.77458893
"1374","270531030001","MN",11.272295,-407.503576483
"1375","270531028003","MN",11.217264,7191.55311356
"1376","270531028001","MN",11.217264,1967.57088629
"1377","270531029001","MN",11.243199,3394.31534114
"1378","270531023001","MN",11.279091,1002.57925562
"1379","270531023002","MN",11.279091,2751.76505207
"1380","270531020001","MN",11.207218,3347.07945402
"1381","270531021003","MN",11.237812,3451.05457347
"1382","270531021002","MN",11.237812,3921.20285297
"1383","270531021001","MN",11.237812,4555.11280794
"1384","270531257002","MN",11.216755,5684.77044206
"1385","270531013001","MN",11.217411,5631.99850865
"1386","270531016002","MN",11.214307,5176.55761537
"1387","270531016001","MN",11.214307,1937.5146127
"1388","270531013002","MN",11.217411,2934.48266963
"1389","090035246003","CT",9.476509,6445.1329302
"1390","090035018003","CT",9.452138,7556.03476786
"1391","090034738001","CT",9.388127,2281.39657725
"1392","090035037001","CT",9.450857,3634.77141225
"1393","090035040001","CT",9.429699,3662.52236538
"1394","090035244002","CT",9.382806,5606.47949347
"1395","090035015001","CT",9.447763,9098.43716643
"1396","090034711003","CT",9.33453,2393.01005657
"1397","090035009002","CT",9.452618,2792.10791498
"1398","090035246002","CT",9.476509,1463.92792784
"1399","090035018001","CT",9.452138,4409.98925263
"1400","090035015002","CT",9.447763,6579.43319123
"1401","090035245022","CT",9.459122,3701.18425406
"1402","090035037002","CT",9.450857,6555.34803622
"1403","090035012001","CT",9.427483,5798.1090413
"1404","090035018002","CT",9.452138,2631.92150051
"1405","090035244001","CT",9.382806,5576.9969984
"1406","090035014002","CT",9.43179,9203.15901086
"1407","090035246001","CT",9.476509,5035.35753468
"1408","090034738002","CT",9.388127,1432.62459694
"1409","090035007001","CT",9.428683,-174.379274806
"1410","090035013001","CT",9.43229,3035.32554207
"1411","090035009001","CT",9.452618,7467.79550512
"1412","090034731002","CT",9.360772,2063.46780995
"1413","090035035001","CT",9.441465,8009.3223245
"1414","090035040002","CT",9.429699,2866.61631912
"1415","090035039001","CT",9.398476,4378.73033866
"1416","090035012002","CT",9.427483,5590.26819353
"1417","090035021002","CT",9.493804,-348.769880264
"1418","090035017001","CT",9.459404,4647.81526966
"1419","090035013002","CT",9.43229,5341.35042539
"1420","090035014001","CT",9.43179,3991.78955677
"1421","450750117003","SC",10.380262,1028.9393932
"1422","450099601006","SC",10.485348,3385.74819448
"1423","450119702001","SC",10.549688,3651.90678529
"1424","450119701001","SC",10.634272,-456.988249992
"1425","450119701003","SC",10.634272,3282.0314587
"1426","450119701002","SC",10.634272,2637.44516663
"1427","450119701005","SC",10.634272,-1757.8371569
"1428","212359206005","KY",9.739564,-622.458034564
"1429","450750118002","SC",10.585715,4293.24929204
